ID1,Nome1,Smile1,ID2,Nome2,Smile2,pixel,resultado
3,TESCl,CC[Si](Cl)(CC)CC,7,"N,N-Dimethylaniline",CN(C)C1=CC=CC=C1,11.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,8,Diethyl cyanomethylphosphonate,CCO[P](=O)(CC#N)OCC,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,9,p-tolyl isocyanate,CC1=CC=C(C=C1)N=C=O,6.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,10,Cinnamaldehyde,O=C\C=C\C1=CC=CC=C1,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,11,1-Naphthol,OC1=C2C=CC=CC2=CC=C1,17.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,12,2-Bromopropene,CC(Br)=C,14.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,13,Methyl acrylate,COC(=O)C=C,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,14,m-Cresol,CC1=CC(=CC=C1)O,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,15,Pentafluorobenzaldehyde,Fc1c(F)c(F)c(C=O)c(F)c1F,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,16,Dimethyl 3-methylglutaconate,COC(=O)C/C(C)=C/C(=O)OC,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,17,Select fluor,F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,18,Ethyl bromoacetate,CCOC(=O)CBr,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,19,4-Pyridinecarboxaldehyde,O=CC1=CC=NC=C1,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,20,Iodo-benzene,IC1=CC=CC=C1,6.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,21,Bis(trimethylsilyl)acetamide,C[Si](C)(C)C(C(N)=O)[Si](C)(C)C,12.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,22,Iodobenzene diacetate,CC(=O)O[I](OC(C)=O)C1=CC=CC=C1,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,23,"4,4,4-trifluoro-1-phenyl-1,3-butanedione",FC(F)(F)C(=O)CC(=O)c1ccccc1,15.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,24,Hexamethyldisilazane,C[Si](C)(C)N[Si](C)(C)C,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,25,5-Hexyn-1-ol,OCCCCC#C,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,26,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,27,Dibromomethane,BrCBr,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,28,NBS,BrN1C(=O)CCC1=O,67.0,1.0
3,TESCl,CC[Si](Cl)(CC)CC,29,4-Hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,6.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,30,Diisopropyl L-tartrate,CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,31,Ethanolamine,NCCO,29.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,32,"3,5-Dimethyl pyrazole",CC1=CC(=N[NH]1)C,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,33,"Trifluoro-2,4-pentanedione",CC(=O)CC(=O)C(F)(F)F,15.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,34,"2-Butene-1,4-diol",OC\C=C\CO,7.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,35,"N,N-Bis-(Salicylidine)-Ethylenediamine",OC1=C(C=CC=C1)C=NCCN=CC2=C(O)C=CC=C2,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,36,Pyridine,c1ccncc1,11.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,37,4-nitrophthalonitrile,[O-][N+](=O)C1=CC=C(C#N)C(=C1)C#N,8.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,38,Diisopropylamine,CC(C)NC(C)C,103.0,3.0
3,TESCl,CC[Si](Cl)(CC)CC,39,Trimethyl phosphate,CO[P](=O)(OC)OC,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,40,L-Glutamic Acid,NC(CCC(O)=O)C(O)=O,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,41,Triphenylphosphine,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,42,Perchloroethylene,ClC(Cl)=C(Cl)Cl,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,43,Carvone,CC(=C)C1CC=C(C)C(=O)C1,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,44,"1,4-Diazabicyclo [2.2.2] octane",C1CN2CCN1CC2,119.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,45,1-(Trimethylsilyl)imidazole,C[Si](C)(C)[N]1C=CN=C1,9.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,46,Carvacrol,CC(C)C1=CC(=C(C)C=C1)O,7.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,47,L-Phenylalanine,NC(CC1=CC=CC=C1)C(O)=O,11.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,48,"1,5-dihydroxynaphthalene",OC1=CC=CC2=C(O)C=CC=C12,0.0,0.0
3,TESCl,CC[Si](Cl)(CC)CC,49,4-nitrobenzaldehyde,[O-][N+](=O)C1=CC=C(C=O)C=C1,16.0,2.0
3,TESCl,CC[Si](Cl)(CC)CC,50,Phenylacetylene,C#CC1=CC=CC=C1,6.0,2.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,5,4-Nitroaniline,NC1=CC=C(C=C1)[N+]([O-])=O,41.0,3.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,6,Salicylaldehyde,OC1=CC=CC=C1C=O,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,7,"N,N-Dimethylaniline",CN(C)C1=CC=CC=C1,366.0,3.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,8,Diethyl cyanomethylphosphonate,CCO[P](=O)(CC#N)OCC,23.0,3.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,9,p-tolyl isocyanate,CC1=CC=C(C=C1)N=C=O,19.0,1.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,10,Cinnamaldehyde,O=C\C=C\C1=CC=CC=C1,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,11,1-Naphthol,OC1=C2C=CC=CC2=CC=C1,65.0,1.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,12,2-Bromopropene,CC(Br)=C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,13,Methyl acrylate,COC(=O)C=C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,14,m-Cresol,CC1=CC(=CC=C1)O,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,15,Pentafluorobenzaldehyde,Fc1c(F)c(F)c(C=O)c(F)c1F,18.0,1.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,16,Dimethyl 3-methylglutaconate,COC(=O)C/C(C)=C/C(=O)OC,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,17,Select fluor,F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,18,Ethyl bromoacetate,CCOC(=O)CBr,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,19,4-Pyridinecarboxaldehyde,O=CC1=CC=NC=C1,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,20,Iodo-benzene,IC1=CC=CC=C1,10.0,2.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,21,Bis(trimethylsilyl)acetamide,C[Si](C)(C)C(C(N)=O)[Si](C)(C)C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,22,Iodobenzene diacetate,CC(=O)O[I](OC(C)=O)C1=CC=CC=C1,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,23,"4,4,4-trifluoro-1-phenyl-1,3-butanedione",FC(F)(F)C(=O)CC(=O)c1ccccc1,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,24,Hexamethyldisilazane,C[Si](C)(C)N[Si](C)(C)C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,25,5-Hexyn-1-ol,OCCCCC#C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,26,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,27,Dibromomethane,BrCBr,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,28,NBS,BrN1C(=O)CCC1=O,29.0,3.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,29,4-Hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,8.0,2.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,30,Diisopropyl L-tartrate,CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,31,Ethanolamine,NCCO,0.0,0.0
4,Umemoto's reagent,[O-][S](=O)(=O)C(F)(F)F.FC(F)(F)[S+]1C2=C(C=CC=C2)C3=CC=CC=C13,32,"3,5-Dimethyl pyrazole",CC1=CC(=N[NH]1)C,0.0,0.0
